id,rating,create_date,question_id,version_id,user_id,manuscript_id,manuscript_DOI
33,2.83,11/7/2016 2:14,1,1,48,4,10.1016/j.conb.2015.02.004
34,2.7,11/7/2016 2:14,2,1,48,4,10.1016/j.conb.2015.02.004
35,2.72,11/7/2016 2:14,3,1,48,4,10.1016/j.conb.2015.02.004
36,4.86,11/7/2016 2:14,4,1,48,4,10.1016/j.conb.2015.02.004
37,3.07,11/7/2016 2:17,1,1,88,5,10.1038/nature16492
38,3.89,11/7/2016 2:17,2,1,88,5,10.1038/nature16492
39,2.53,11/7/2016 2:17,3,1,88,5,10.1038/nature16492
40,2.93,11/7/2016 2:17,4,1,88,5,10.1038/nature16492
41,2.52,11/9/2016 19:36,1,1,26,6,10.1007/s00406-016-0725-2
42,3.28,11/9/2016 19:36,2,1,26,6,10.1007/s00406-016-0725-2
43,2.59,11/9/2016 19:36,3,1,26,6,10.1007/s00406-016-0725-2
44,2.57,11/9/2016 19:36,4,1,26,6,10.1007/s00406-016-0725-2
49,3.15,11/11/2016 0:26,1,1,48,8,10.1016/j.neuron.2015.03.040
50,2.6,11/11/2016 0:26,2,1,48,8,10.1016/j.neuron.2015.03.040
51,4.49,11/11/2016 0:26,3,1,48,8,10.1016/j.neuron.2015.03.040
52,3.7,11/11/2016 0:26,4,1,48,8,10.1016/j.neuron.2015.03.040
53,3.2,11/11/2016 1:08,1,1,48,8,10.1016/j.neuron.2015.03.040
54,5,11/11/2016 1:08,2,1,48,8,10.1016/j.neuron.2015.03.040
55,2.97,11/11/2016 1:08,3,1,48,8,10.1016/j.neuron.2015.03.040
56,2.82,11/11/2016 1:08,4,1,48,8,10.1016/j.neuron.2015.03.040
57,2.55,11/15/2016 10:10,1,1,73,9,10.1038/nature13724
58,3.36,11/15/2016 10:10,2,1,73,9,10.1038/nature13724
59,3.06,11/15/2016 10:10,3,1,73,9,10.1038/nature13724
60,4.08,11/15/2016 10:10,4,1,73,9,10.1038/nature13724
61,2.93,11/15/2016 22:45,1,1,48,10,10.1016/j.neuron.2015.07.019
62,2.99,11/15/2016 22:45,2,1,48,10,10.1016/j.neuron.2015.07.019
63,3.15,11/15/2016 22:45,3,1,48,10,10.1016/j.neuron.2015.07.019
64,2.99,11/15/2016 22:45,4,1,48,10,10.1016/j.neuron.2015.07.019
65,4.47,11/16/2016 20:19,1,1,43,11,10.1073/pnas.1508055112
66,4.47,11/16/2016 20:19,2,1,43,11,10.1073/pnas.1508055112
67,4.12,11/16/2016 20:19,3,1,43,11,10.1073/pnas.1508055112
68,3.91,11/16/2016 20:19,4,1,43,11,10.1073/pnas.1508055112
69,5,11/16/2016 20:20,1,1,43,12,10.1242/jeb.145383
70,5,11/16/2016 20:20,2,1,43,12,10.1242/jeb.145383
71,4.02,11/16/2016 20:20,3,1,43,12,10.1242/jeb.145383
72,5,11/16/2016 20:20,4,1,43,12,10.1242/jeb.145383
73,2.66,11/16/2016 20:35,1,1,34,13,10.1016/j.biopsych.2010.05.024
74,2.68,11/16/2016 20:35,2,1,34,13,10.1016/j.biopsych.2010.05.024
75,2.64,11/16/2016 20:35,3,1,34,13,10.1016/j.biopsych.2010.05.024
76,1.45,11/16/2016 20:35,4,1,34,13,10.1016/j.biopsych.2010.05.024
77,1.73,11/16/2016 21:11,1,1,76,14,10.1080/08820139.2016.1226897
78,1.02,11/16/2016 21:11,2,1,76,14,10.1080/08820139.2016.1226897
79,1.49,11/16/2016 21:11,3,1,76,14,10.1080/08820139.2016.1226897
80,0.69,11/16/2016 21:11,4,1,76,14,10.1080/08820139.2016.1226897
81,3.72,11/16/2016 21:12,1,1,59,15,10.1073/pnas.1211547109
82,3.03,11/16/2016 21:12,2,1,59,15,10.1073/pnas.1211547109
83,3.65,11/16/2016 21:12,3,1,59,15,10.1073/pnas.1211547109
84,3.3,11/16/2016 21:12,4,1,59,15,10.1073/pnas.1211547109
85,0.29,11/16/2016 21:13,1,1,76,14,10.1080/08820139.2016.1226897
86,0,11/16/2016 21:13,2,1,76,14,10.1080/08820139.2016.1226897
87,1.12,11/16/2016 21:13,3,1,76,14,10.1080/08820139.2016.1226897
88,0.34,11/16/2016 21:13,4,1,76,14,10.1080/08820139.2016.1226897
89,3.88,11/16/2016 21:15,1,1,138,16,10.1038/nn.4030
90,3.67,11/16/2016 21:15,2,1,138,16,10.1038/nn.4030
91,3.8,11/16/2016 21:15,3,1,138,16,10.1038/nn.4030
92,1.56,11/16/2016 21:15,4,1,138,16,10.1038/nn.4030
93,3.88,11/16/2016 21:15,1,1,138,16,10.1038/nn.4030
94,3.67,11/16/2016 21:15,2,1,138,16,10.1038/nn.4030
95,3.8,11/16/2016 21:15,3,1,138,16,10.1038/nn.4030
96,1.56,11/16/2016 21:15,4,1,138,16,10.1038/nn.4030
97,1.7,11/16/2016 21:17,1,1,59,17,10.3389/fncir.2014.00104
98,1.64,11/16/2016 21:17,2,1,59,17,10.3389/fncir.2014.00104
99,3.93,11/16/2016 21:17,3,1,59,17,10.3389/fncir.2014.00104
100,3.25,11/16/2016 21:17,4,1,59,17,10.3389/fncir.2014.00104
101,3.8,11/16/2016 21:19,1,1,118,18,10.1093/jnen/59.7.561
102,3.31,11/16/2016 21:19,2,1,118,18,10.1093/jnen/59.7.561
103,3.29,11/16/2016 21:19,3,1,118,18,10.1093/jnen/59.7.561
104,1.8,11/16/2016 21:19,4,1,118,18,10.1093/jnen/59.7.561
105,3.52,11/16/2016 21:20,1,1,153,19,10.1155/2013/627325
106,3.56,11/16/2016 21:20,2,1,153,19,10.1155/2013/627325
107,4.4,11/16/2016 21:20,3,1,153,19,10.1155/2013/627325
108,0.84,11/16/2016 21:20,4,1,153,19,10.1155/2013/627325
109,2.97,11/16/2016 21:21,1,1,17,20,10.1021/acs.nanolett.6b01988
110,3.8,11/16/2016 21:21,2,1,17,20,10.1021/acs.nanolett.6b01988
111,1.79,11/16/2016 21:21,3,1,17,20,10.1021/acs.nanolett.6b01988
112,2.29,11/16/2016 21:21,4,1,17,20,10.1021/acs.nanolett.6b01988
113,0,11/16/2016 21:26,1,1,164,21,10.1038/nn.4386
114,0,11/16/2016 21:26,2,1,164,21,10.1038/nn.4386
115,0,11/16/2016 21:26,3,1,164,21,10.1038/nn.4386
116,0,11/16/2016 21:26,4,1,164,21,10.1038/nn.4386
117,3.07,11/16/2016 21:26,1,1,164,21,10.1038/nn.4386
118,2.51,11/16/2016 21:26,2,1,164,21,10.1038/nn.4386
119,1.67,11/16/2016 21:26,3,1,164,21,10.1038/nn.4386
120,1.98,11/16/2016 21:26,4,1,164,21,10.1038/nn.4386
121,3.07,11/16/2016 21:27,1,1,164,21,10.1038/nn.4386
122,2.51,11/16/2016 21:27,2,1,164,21,10.1038/nn.4386
123,1.67,11/16/2016 21:27,3,1,164,21,10.1038/nn.4386
124,1.98,11/16/2016 21:27,4,1,164,21,10.1038/nn.4386
125,4.19,11/18/2016 22:48,1,1,37,1,10.1152/jn.01366.2006
126,3.22,11/18/2016 22:48,2,1,37,1,10.1152/jn.01366.2006
127,1.13,11/18/2016 22:48,3,1,37,1,10.1152/jn.01366.2006
128,2.84,11/18/2016 22:48,4,1,37,1,10.1152/jn.01366.2006
129,3.85,11/19/2016 7:46,1,1,76,22,10.1161/01.res.75.3.528
130,3.48,11/19/2016 7:46,2,1,76,22,10.1161/01.res.75.3.528
131,3.71,11/19/2016 7:46,3,1,76,22,10.1161/01.res.75.3.528
132,1.45,11/19/2016 7:46,4,1,76,22,10.1161/01.res.75.3.528
133,4.22,11/19/2016 17:01,1,1,26,23,10.15252/emmm.201606271
134,3.22,11/19/2016 17:01,2,1,26,23,10.15252/emmm.201606271
135,3.73,11/19/2016 17:01,3,1,26,23,10.15252/emmm.201606271
136,2.56,11/19/2016 17:01,4,1,26,23,10.15252/emmm.201606271
137,3.63,11/19/2016 17:55,1,1,26,24,10.1038/srep32422
138,3.52,11/19/2016 17:55,2,1,26,24,10.1038/srep32422
139,2.56,11/19/2016 17:55,3,1,26,24,10.1038/srep32422
140,1.44,11/19/2016 17:55,4,1,26,24,10.1038/srep32422
141,1.5,11/20/2016 15:16,1,1,26,25,10.3389/fncir.2016.00083
142,1.93,11/20/2016 15:16,2,1,26,25,10.3389/fncir.2016.00083
143,3.14,11/20/2016 15:16,3,1,26,25,10.3389/fncir.2016.00083
144,2.09,11/20/2016 15:16,4,1,26,25,10.3389/fncir.2016.00083
145,3.26,11/21/2016 3:47,1,1,164,23,10.15252/emmm.201606271
146,3.04,11/21/2016 3:47,2,1,164,23,10.15252/emmm.201606271
147,3.57,11/21/2016 3:47,3,1,164,23,10.15252/emmm.201606271
148,1.75,11/21/2016 3:47,4,1,164,23,10.15252/emmm.201606271
149,2.67,11/21/2016 3:47,1,1,164,25,10.3389/fncir.2016.00083
150,3.35,11/21/2016 3:47,2,1,164,25,10.3389/fncir.2016.00083
151,3.93,11/21/2016 3:47,3,1,164,25,10.3389/fncir.2016.00083
152,2.96,11/21/2016 3:47,4,1,164,25,10.3389/fncir.2016.00083
153,3.83,11/21/2016 3:48,1,1,164,24,10.1038/srep32422
154,3.7,11/21/2016 3:48,2,1,164,24,10.1038/srep32422
155,2.46,11/21/2016 3:48,3,1,164,24,10.1038/srep32422
156,2.65,11/21/2016 3:48,4,1,164,24,10.1038/srep32422
157,3.14,11/21/2016 4:08,1,1,15,25,10.3389/fncir.2016.00083
158,2.89,11/21/2016 4:08,2,1,15,25,10.3389/fncir.2016.00083
159,2.6,11/21/2016 4:08,3,1,15,25,10.3389/fncir.2016.00083
160,0,11/21/2016 4:08,4,1,15,25,10.3389/fncir.2016.00083
161,3.03,11/21/2016 4:29,1,1,94,25,10.3389/fncir.2016.00083
162,2.69,11/21/2016 4:29,2,1,94,25,10.3389/fncir.2016.00083
163,3.83,11/21/2016 4:29,3,1,94,25,10.3389/fncir.2016.00083
164,1.46,11/21/2016 4:29,4,1,94,25,10.3389/fncir.2016.00083
165,3.51,11/21/2016 5:04,1,1,94,23,10.15252/emmm.201606271
166,3.41,11/21/2016 5:04,2,1,94,23,10.15252/emmm.201606271
167,3.14,11/21/2016 5:04,3,1,94,23,10.15252/emmm.201606271
168,0.81,11/21/2016 5:04,4,1,94,23,10.15252/emmm.201606271
169,3.55,11/21/2016 5:21,1,1,94,24,10.1038/srep32422
170,2.88,11/21/2016 5:21,2,1,94,24,10.1038/srep32422
171,2.16,11/21/2016 5:21,3,1,94,24,10.1038/srep32422
172,3.1,11/21/2016 5:21,4,1,94,24,10.1038/srep32422
173,4.05,11/21/2016 14:32,1,1,15,23,10.15252/emmm.201606271
174,3.34,11/21/2016 14:32,2,1,15,23,10.15252/emmm.201606271
175,4.3,11/21/2016 14:32,3,1,15,23,10.15252/emmm.201606271
176,0,11/21/2016 14:32,4,1,15,23,10.15252/emmm.201606271
177,3.58,11/21/2016 15:08,1,1,15,24,10.1038/srep32422
178,3.46,11/21/2016 15:08,2,1,15,24,10.1038/srep32422
179,2.65,11/21/2016 15:08,3,1,15,24,10.1038/srep32422
180,0,11/21/2016 15:08,4,1,15,24,10.1038/srep32422
181,3.03,11/21/2016 20:10,1,1,76,23,10.15252/emmm.201606271
182,2.7,11/21/2016 20:10,2,1,76,23,10.15252/emmm.201606271
183,2.19,11/21/2016 20:10,3,1,76,23,10.15252/emmm.201606271
184,0,11/21/2016 20:10,4,1,76,23,10.15252/emmm.201606271
185,1.1,11/21/2016 20:12,1,1,76,25,10.3389/fncir.2016.00083
186,2.14,11/21/2016 20:12,2,1,76,25,10.3389/fncir.2016.00083
187,3.28,11/21/2016 20:12,3,1,76,25,10.3389/fncir.2016.00083
188,0,11/21/2016 20:12,4,1,76,25,10.3389/fncir.2016.00083
189,3.73,11/21/2016 20:12,1,1,76,24,10.1038/srep32422
190,2.68,11/21/2016 20:12,2,1,76,24,10.1038/srep32422
191,3.81,11/21/2016 20:12,3,1,76,24,10.1038/srep32422
192,0,11/21/2016 20:12,4,1,76,24,10.1038/srep32422
193,3.91,11/21/2016 20:12,1,1,59,23,10.15252/emmm.201606271
194,2.97,11/21/2016 20:12,2,1,59,23,10.15252/emmm.201606271
195,3.29,11/21/2016 20:12,3,1,59,23,10.15252/emmm.201606271
196,1.62,11/21/2016 20:12,4,1,59,23,10.15252/emmm.201606271
197,3.22,11/21/2016 20:13,1,1,59,25,10.3389/fncir.2016.00083
198,3,11/21/2016 20:13,2,1,59,25,10.3389/fncir.2016.00083
199,3,11/21/2016 20:13,3,1,59,25,10.3389/fncir.2016.00083
200,1.83,11/21/2016 20:13,4,1,59,25,10.3389/fncir.2016.00083
201,1.51,11/21/2016 20:14,1,1,59,24,10.1038/srep32422
202,3.16,11/21/2016 20:14,2,1,59,24,10.1038/srep32422
203,3.41,11/21/2016 20:14,3,1,59,24,10.1038/srep32422
204,1.7,11/21/2016 20:14,4,1,59,24,10.1038/srep32422
205,4.03,11/21/2016 20:16,1,1,118,24,10.1038/srep32422
206,3.44,11/21/2016 20:16,2,1,118,24,10.1038/srep32422
207,4.35,11/21/2016 20:16,3,1,118,24,10.1038/srep32422
208,0.82,11/21/2016 20:16,4,1,118,24,10.1038/srep32422
209,4.03,11/21/2016 20:17,1,1,118,25,10.3389/fncir.2016.00083
210,3.05,11/21/2016 20:17,2,1,118,25,10.3389/fncir.2016.00083
211,4.62,11/21/2016 20:17,3,1,118,25,10.3389/fncir.2016.00083
212,1.08,11/21/2016 20:17,4,1,118,25,10.3389/fncir.2016.00083
213,2.97,11/21/2016 20:17,1,1,60,24,10.1038/srep32422
214,2.99,11/21/2016 20:17,2,1,60,24,10.1038/srep32422
215,2.87,11/21/2016 20:17,3,1,60,24,10.1038/srep32422
216,2.81,11/21/2016 20:17,4,1,60,24,10.1038/srep32422
217,4.64,11/21/2016 20:18,1,1,118,23,10.15252/emmm.201606271
218,3.08,11/21/2016 20:18,2,1,118,23,10.15252/emmm.201606271
219,3.63,11/21/2016 20:18,3,1,118,23,10.15252/emmm.201606271
220,3.52,11/21/2016 20:18,4,1,118,23,10.15252/emmm.201606271
221,3.19,11/23/2016 8:16,1,1,72,26,10.1016/j.neuron.2016.06.034
222,3.73,11/23/2016 8:16,2,1,72,26,10.1016/j.neuron.2016.06.034
223,4.21,11/23/2016 8:16,3,1,72,26,10.1016/j.neuron.2016.06.034
224,4.01,11/23/2016 8:16,4,1,72,26,10.1016/j.neuron.2016.06.034
225,3.41,11/23/2016 8:33,1,1,72,26,10.1016/j.neuron.2016.06.034
226,3.73,11/23/2016 8:33,2,1,72,26,10.1016/j.neuron.2016.06.034
227,4.87,11/23/2016 8:33,3,1,72,26,10.1016/j.neuron.2016.06.034
228,4.01,11/23/2016 8:33,4,1,72,26,10.1016/j.neuron.2016.06.034
229,2.71,11/26/2016 5:24,1,1,72,27,10.1088/0967-3334/26/2/011
230,2.6,11/26/2016 5:24,2,1,72,27,10.1088/0967-3334/26/2/011
231,4.5,11/26/2016 5:24,3,1,72,27,10.1088/0967-3334/26/2/011
232,4.38,11/26/2016 5:24,4,1,72,27,10.1088/0967-3334/26/2/011
233,4.14,11/26/2016 8:30,1,1,72,28,10.1049/el:20083426
234,2.76,11/26/2016 8:30,2,1,72,28,10.1049/el:20083426
235,2.91,11/26/2016 8:30,3,1,72,28,10.1049/el:20083426
236,4.39,11/26/2016 8:30,4,1,72,28,10.1049/el:20083426
237,3.2,11/26/2016 20:09,1,1,26,29,10.1523/jneurosci.3081-14.2015
238,3.31,11/26/2016 20:09,2,1,26,29,10.1523/jneurosci.3081-14.2015
239,3.12,11/26/2016 20:09,3,1,26,29,10.1523/jneurosci.3081-14.2015
240,2.42,11/26/2016 20:09,4,1,26,29,10.1523/jneurosci.3081-14.2015
241,3.77,11/26/2016 20:18,1,1,121,30,10.1038/ncomms5486
242,4.27,11/26/2016 20:18,2,1,121,30,10.1038/ncomms5486
243,3.4,11/26/2016 20:18,3,1,121,30,10.1038/ncomms5486
244,1.23,11/26/2016 20:18,4,1,121,30,10.1038/ncomms5486
245,4.22,11/26/2016 20:20,1,1,121,23,10.15252/emmm.201606271
246,4.03,11/26/2016 20:20,2,1,121,23,10.15252/emmm.201606271
247,3.67,11/26/2016 20:20,3,1,121,23,10.15252/emmm.201606271
248,0.42,11/26/2016 20:20,4,1,121,23,10.15252/emmm.201606271
249,2.88,11/26/2016 20:22,1,1,121,25,10.3389/fncir.2016.00083
250,2.89,11/26/2016 20:22,2,1,121,25,10.3389/fncir.2016.00083
251,3.24,11/26/2016 20:22,3,1,121,25,10.3389/fncir.2016.00083
252,1.18,11/26/2016 20:22,4,1,121,25,10.3389/fncir.2016.00083
253,3.57,11/26/2016 20:23,1,1,121,24,10.1038/srep32422
254,3.03,11/26/2016 20:23,2,1,121,24,10.1038/srep32422
255,2.81,11/26/2016 20:23,3,1,121,24,10.1038/srep32422
256,0.57,11/26/2016 20:23,4,1,121,24,10.1038/srep32422
257,4.96,11/26/2016 21:32,1,1,121,31,10.1126/science.aaf1288
258,4.88,11/26/2016 21:32,2,1,121,31,10.1126/science.aaf1288
259,3.95,11/26/2016 21:32,3,1,121,31,10.1126/science.aaf1288
260,1.32,11/26/2016 21:32,4,1,121,31,10.1126/science.aaf1288
261,4.07,11/27/2016 4:12,1,1,121,29,10.1523/jneurosci.3081-14.2015
262,3.12,11/27/2016 4:12,2,1,121,29,10.1523/jneurosci.3081-14.2015
263,3.16,11/27/2016 4:12,3,1,121,29,10.1523/jneurosci.3081-14.2015
264,0.42,11/27/2016 4:12,4,1,121,29,10.1523/jneurosci.3081-14.2015
265,1,11/27/2016 16:42,1,1,138,29,10.1523/jneurosci.3081-14.2015
266,3.68,11/27/2016 16:42,2,1,138,29,10.1523/jneurosci.3081-14.2015
267,4.32,11/27/2016 16:42,3,1,138,29,10.1523/jneurosci.3081-14.2015
268,2.74,11/27/2016 16:42,4,1,138,29,10.1523/jneurosci.3081-14.2015
269,1,11/27/2016 16:42,1,1,138,29,10.1523/jneurosci.3081-14.2015
270,3.68,11/27/2016 16:42,2,1,138,29,10.1523/jneurosci.3081-14.2015
271,4.32,11/27/2016 16:42,3,1,138,29,10.1523/jneurosci.3081-14.2015
272,2.74,11/27/2016 16:42,4,1,138,29,10.1523/jneurosci.3081-14.2015
273,3,11/27/2016 16:44,1,1,138,30,10.1038/ncomms5486
274,1.55,11/27/2016 16:44,2,1,138,30,10.1038/ncomms5486
275,4.02,11/27/2016 16:44,3,1,138,30,10.1038/ncomms5486
276,3.44,11/27/2016 16:44,4,1,138,30,10.1038/ncomms5486
277,4.47,11/27/2016 17:00,1,1,138,31,10.1126/science.aaf1288
278,4.06,11/27/2016 17:00,2,1,138,31,10.1126/science.aaf1288
279,3.77,11/27/2016 17:00,3,1,138,31,10.1126/science.aaf1288
280,2.27,11/27/2016 17:00,4,1,138,31,10.1126/science.aaf1288
281,3.13,11/27/2016 21:22,1,1,17,32,10.1007/978-1-4757-9800-5_69
282,2.82,11/27/2016 21:22,2,1,17,32,10.1007/978-1-4757-9800-5_69
283,3,11/27/2016 21:22,3,1,17,32,10.1007/978-1-4757-9800-5_69
284,1.07,11/27/2016 21:22,4,1,17,32,10.1007/978-1-4757-9800-5_69
285,2.98,11/27/2016 21:26,1,1,17,33,10.1523/jneurosci.0518-16.2016
286,3.23,11/27/2016 21:26,2,1,17,33,10.1523/jneurosci.0518-16.2016
287,3.1,11/27/2016 21:26,3,1,17,33,10.1523/jneurosci.0518-16.2016
288,1.37,11/27/2016 21:26,4,1,17,33,10.1523/jneurosci.0518-16.2016
289,3.34,11/27/2016 21:27,1,1,17,34,10.1523/jneurosci.1041-16.2016
290,3.39,11/27/2016 21:27,2,1,17,34,10.1523/jneurosci.1041-16.2016
291,3.22,11/27/2016 21:27,3,1,17,34,10.1523/jneurosci.1041-16.2016
292,2.26,11/27/2016 21:27,4,1,17,34,10.1523/jneurosci.1041-16.2016
293,3.34,11/27/2016 21:29,1,1,17,34,10.1523/jneurosci.1041-16.2016
294,3.39,11/27/2016 21:29,2,1,17,34,10.1523/jneurosci.1041-16.2016
295,3.22,11/27/2016 21:29,3,1,17,34,10.1523/jneurosci.1041-16.2016
296,2.26,11/27/2016 21:29,4,1,17,34,10.1523/jneurosci.1041-16.2016
297,3.55,11/27/2016 21:30,1,1,17,35,10.1038/nature08002
298,3.54,11/27/2016 21:30,2,1,17,35,10.1038/nature08002
299,3.55,11/27/2016 21:30,3,1,17,35,10.1038/nature08002
300,2.28,11/27/2016 21:30,4,1,17,35,10.1038/nature08002
301,3.42,11/27/2016 21:31,1,1,17,36,10.1016/j.cell.2015.11.038
302,3.39,11/27/2016 21:31,2,1,17,36,10.1016/j.cell.2015.11.038
303,3.56,11/27/2016 21:31,3,1,17,36,10.1016/j.cell.2015.11.038
304,1.96,11/27/2016 21:31,4,1,17,36,10.1016/j.cell.2015.11.038
305,3.76,11/27/2016 21:32,1,1,17,37,10.1038/nature04258
306,3.65,11/27/2016 21:32,2,1,17,37,10.1038/nature04258
307,3.73,11/27/2016 21:32,3,1,17,37,10.1038/nature04258
308,1.76,11/27/2016 21:32,4,1,17,37,10.1038/nature04258
309,3.76,11/27/2016 21:35,1,1,17,38,10.1073/pnas.1517629112
310,3.66,11/27/2016 21:35,2,1,17,38,10.1073/pnas.1517629112
311,3.6,11/27/2016 21:35,3,1,17,38,10.1073/pnas.1517629112
312,2.43,11/27/2016 21:35,4,1,17,38,10.1073/pnas.1517629112
313,3.83,11/27/2016 21:37,1,1,17,39,10.1016/j.neuron.2016.01.001
314,2.91,11/27/2016 21:37,2,1,17,39,10.1016/j.neuron.2016.01.001
315,3.54,11/27/2016 21:37,3,1,17,39,10.1016/j.neuron.2016.01.001
316,2.24,11/27/2016 21:37,4,1,17,39,10.1016/j.neuron.2016.01.001
317,3.21,11/27/2016 21:38,1,1,17,40,10.1523/jneurosci.2969-10.2010
318,3.19,11/27/2016 21:38,2,1,17,40,10.1523/jneurosci.2969-10.2010
319,3.26,11/27/2016 21:38,3,1,17,40,10.1523/jneurosci.2969-10.2010
320,2.24,11/27/2016 21:38,4,1,17,40,10.1523/jneurosci.2969-10.2010
321,3.63,11/27/2016 21:39,1,1,17,8,10.1016/j.neuron.2015.03.040
322,3.43,11/27/2016 21:39,2,1,17,8,10.1016/j.neuron.2015.03.040
323,3.31,11/27/2016 21:39,3,1,17,8,10.1016/j.neuron.2015.03.040
324,2.22,11/27/2016 21:39,4,1,17,8,10.1016/j.neuron.2015.03.040
325,3.08,11/27/2016 21:41,1,1,17,41,10.1038/srep32775
326,2.83,11/27/2016 21:41,2,1,17,41,10.1038/srep32775
327,3,11/27/2016 21:41,3,1,17,41,10.1038/srep32775
328,2.22,11/27/2016 21:41,4,1,17,41,10.1038/srep32775
329,3.48,11/27/2016 21:43,1,1,17,42,10.1371/journal.pbio.1002263
330,3.49,11/27/2016 21:43,2,1,17,42,10.1371/journal.pbio.1002263
331,3.59,11/27/2016 21:43,3,1,17,42,10.1371/journal.pbio.1002263
332,2.37,11/27/2016 21:43,4,1,17,42,10.1371/journal.pbio.1002263
333,3.74,11/27/2016 21:44,1,1,17,6,10.1007/s00406-016-0725-2
334,3.33,11/27/2016 21:44,2,1,17,6,10.1007/s00406-016-0725-2
335,2.72,11/27/2016 21:44,3,1,17,6,10.1007/s00406-016-0725-2
336,2.32,11/27/2016 21:44,4,1,17,6,10.1007/s00406-016-0725-2
337,3.83,11/27/2016 21:46,1,1,17,43,10.1016/j.neuron.2013.09.014
338,2.74,11/27/2016 21:46,2,1,17,43,10.1016/j.neuron.2013.09.014
339,3.21,11/27/2016 21:46,3,1,17,43,10.1016/j.neuron.2013.09.014
340,2.35,11/27/2016 21:46,4,1,17,43,10.1016/j.neuron.2013.09.014
341,3.08,11/27/2016 21:47,1,1,17,44,10.1002/dneu.22351
342,3.1,11/27/2016 21:47,2,1,17,44,10.1002/dneu.22351
343,3.08,11/27/2016 21:47,3,1,17,44,10.1002/dneu.22351
344,2.05,11/27/2016 21:47,4,1,17,44,10.1002/dneu.22351
345,3.8,11/27/2016 21:48,1,1,17,45,10.1073/pnas.1523717113
346,3.77,11/27/2016 21:48,2,1,17,45,10.1073/pnas.1523717113
347,3.38,11/27/2016 21:48,3,1,17,45,10.1073/pnas.1523717113
348,2.12,11/27/2016 21:48,4,1,17,45,10.1073/pnas.1523717113
349,1.75,11/27/2016 21:50,1,1,17,46,10.1098/rstb.2015.0428
350,1.79,11/27/2016 21:50,2,1,17,46,10.1098/rstb.2015.0428
351,4.21,11/27/2016 21:50,3,1,17,46,10.1098/rstb.2015.0428
352,2.09,11/27/2016 21:50,4,1,17,46,10.1098/rstb.2015.0428
353,4.17,11/27/2016 21:51,1,1,17,23,10.15252/emmm.201606271
354,4.06,11/27/2016 21:51,2,1,17,23,10.15252/emmm.201606271
355,2.87,11/27/2016 21:51,3,1,17,23,10.15252/emmm.201606271
356,2.88,11/27/2016 21:51,4,1,17,23,10.15252/emmm.201606271
357,2.14,11/27/2016 21:54,1,1,17,25,10.3389/fncir.2016.00083
358,2.05,11/27/2016 21:54,2,1,17,25,10.3389/fncir.2016.00083
359,4.11,11/27/2016 21:54,3,1,17,25,10.3389/fncir.2016.00083
